FlightDate,Airline,FlightNumber,OriginAirport,DestinationAirport,DepartureDelay,DelayReason,WeatherCondition
2024-01-23,Indigo,IN155,HYD,PNQ,33,Weather,Clear
2024-02-28,Air India,AI517,CCU,BLR,125,Technical,Clear
2024-01-05,Vistara,VI789,BOM,LKO,173,Weather,Fog
2024-05-29,Indigo,IN817,BOM,BLR,42,Security,Clear
2024-06-24,Air India,AI721,BOM,BLR,127,Crew,Clear
2024-04-11,Indigo,IN585,HYD,LKO,115,Weather,Clear
2024-03-16,SpiceJet,SP405,LKO,DEL,157,Technical,Clear
2024-02-01,Indigo,IN105,CCU,MAA,36,Technical,Clear
2024-02-23,Air India,AI316,CCU,LKO,51,ATC,Clear
2024-02-17,SpiceJet,SP731,MAA,BOM,160,Weather,Fog
2024-05-20,Vistara,VI760,BOM,BLR,79,Technical,Clear
2024-02-20,GoAir,GO598,LKO,HYD,75,Weather,Fog
2024-03-13,GoAir,GO171,BLR,HYD,99,Weather,Clear
2024-06-17,Air India,AI810,HYD,LKO,95,Technical,Clear
2024-02-13,Indigo,IN420,BLR,PNQ,179,Weather,Snow
2024-03-11,Air India,AI237,LKO,BLR,106,Weather,Thunderstorm
2024-05-04,GoAir,GO211,HYD,CCU,86,Technical,Clear
2024-05-17,SpiceJet,SP369,BOM,CCU,19,Weather,Clear
2024-06-10,Indigo,IN932,CCU,PNQ,24,Technical,Clear
2024-05-19,GoAir,GO583,HYD,BLR,165,Weather,Thunderstorm
2024-02-04,Vistara,VI613,BOM,MAA,17,Weather,Heavy Rain
2024-06-06,SpiceJet,SP875,HYD,MAA,159,Weather,Clear
2024-06-17,SpiceJet,SP853,PNQ,HYD,139,Weather,Heavy Rain
2024-01-17,Air India,AI478,BLR,DEL,147,Technical,Clear
2024-04-09,Vistara,VI565,DEL,BOM,97,Security,Clear
2024-06-29,GoAir,GO748,MAA,PNQ,163,Crew,Clear
2024-04-06,Vistara,VI474,BOM,LKO,72,Weather,Clear
2024-04-13,Air India,AI936,LKO,BLR,169,Crew,Clear
2024-05-08,SpiceJet,SP550,HYD,BOM,179,Weather,Thunderstorm
2024-02-24,SpiceJet,SP291,HYD,BLR,45,Technical,Clear
2024-04-16,Air India,AI837,BOM,MAA,137,Technical,Clear
2024-05-31,SpiceJet,SP762,CCU,DEL,47,Weather,Clear
2024-05-31,SpiceJet,SP237,DEL,LKO,57,Weather,Thunderstorm
2024-02-16,GoAir,GO515,DEL,CCU,87,Crew,Clear
2024-02-25,Vistara,VI721,PNQ,CCU,71,Weather,Snow
2024-06-02,SpiceJet,SP913,HYD,LKO,82,Technical,Clear
2024-06-24,Air India,AI564,BOM,HYD,48,Weather,Fog
2024-01-05,SpiceJet,SP635,CCU,PNQ,39,Weather,Heavy Rain
2024-05-01,GoAir,GO714,DEL,PNQ,45,Technical,Clear
2024-05-03,SpiceJet,SP717,DEL,PNQ,125,Technical,Clear
2024-04-04,Indigo,IN814,CCU,BOM,138,Security,Clear
2024-03-30,GoAir,GO923,BOM,MAA,137,Weather,Heavy Rain
2024-01-22,Air India,AI712,CCU,HYD,16,Weather,Clear
2024-05-13,Indigo,IN632,DEL,MAA,95,Technical,Clear
2024-04-02,Indigo,IN258,CCU,LKO,81,Technical,Clear
2024-05-24,Air India,AI726,MAA,CCU,67,Weather,Snow
2024-05-21,GoAir,GO594,HYD,BLR,138,Technical,Clear
2024-03-19,GoAir,GO452,CCU,LKO,45,Weather,Heavy Rain
2024-04-24,SpiceJet,SP202,BLR,LKO,101,Weather,Clear
2024-06-06,Indigo,IN264,CCU,LKO,38,Weather,Heavy Rain
2024-04-30,GoAir,GO545,BOM,DEL,109,Weather,Fog
2024-06-04,Indigo,IN841,CCU,BLR,148,Technical,Clear
2024-06-01,Indigo,IN892,HYD,CCU,17,Weather,Heavy Rain
2024-06-17,GoAir,GO392,BLR,DEL,145,Crew,Clear
2024-06-06,SpiceJet,SP790,DEL,BLR,15,Weather,Heavy Rain
2024-01-23,Air India,AI898,CCU,HYD,118,Technical,Clear
2024-05-12,Indigo,IN854,BOM,DEL,158,Technical,Clear
2024-03-29,Air India,AI331,BLR,MAA,162,Security,Clear
2024-03-07,SpiceJet,SP516,BOM,LKO,90,Weather,Thunderstorm
2024-01-30,GoAir,GO363,MAA,CCU,111,Weather,Clear
2024-05-03,SpiceJet,SP875,LKO,PNQ,132,Weather,Clear
2024-01-08,Vistara,VI219,MAA,DEL,71,Weather,Heavy Rain
2024-03-21,Vistara,VI461,DEL,CCU,78,ATC,Clear
2024-01-24,Vistara,VI789,LKO,DEL,60,Technical,Clear
2024-03-21,Air India,AI323,MAA,BOM,63,Security,Clear
2024-02-21,SpiceJet,SP853,BLR,PNQ,73,Weather,Heavy Rain
2024-03-04,GoAir,GO464,HYD,PNQ,35,Weather,Snow
2024-06-06,Indigo,IN882,DEL,PNQ,173,Weather,Thunderstorm
2024-05-06,GoAir,GO989,MAA,BLR,145,Weather,Thunderstorm
2024-04-11,SpiceJet,SP868,HYD,DEL,123,Technical,Clear
2024-05-18,Indigo,IN614,LKO,BLR,59,ATC,Clear
2024-01-31,GoAir,GO571,LKO,CCU,68,Weather,Snow
2024-05-28,Indigo,IN433,LKO,MAA,62,ATC,Clear
2024-03-01,Air India,AI582,LKO,HYD,123,Weather,Heavy Rain
2024-04-17,Air India,AI473,CCU,HYD,161,Weather,Heavy Rain
2024-05-27,SpiceJet,SP933,BOM,CCU,75,Weather,Clear
2024-04-20,Vistara,VI300,HYD,PNQ,53,Security,Clear
2024-01-03,SpiceJet,SP531,PNQ,BOM,176,Security,Clear
2024-05-04,Air India,AI356,DEL,MAA,56,Weather,Fog
2024-02-25,Air India,AI587,BOM,MAA,81,Crew,Clear
2024-04-02,GoAir,GO670,MAA,HYD,46,Weather,Thunderstorm
2024-06-22,GoAir,GO303,HYD,PNQ,98,Weather,Clear
2024-05-04,Vistara,VI180,CCU,MAA,176,Weather,Heavy Rain
2024-02-12,Air India,AI531,CCU,PNQ,35,Security,Clear
2024-03-28,SpiceJet,SP421,LKO,CCU,83,Weather,Clear
2024-06-14,Vistara,VI377,PNQ,CCU,107,ATC,Clear
2024-04-15,SpiceJet,SP288,DEL,HYD,79,Crew,Clear
2024-02-23,SpiceJet,SP506,BOM,DEL,136,Weather,Clear
2024-01-14,Indigo,IN889,CCU,MAA,36,Crew,Clear
2024-03-08,GoAir,GO259,BOM,CCU,114,Security,Clear
2024-02-28,SpiceJet,SP855,MAA,BLR,48,Technical,Clear
2024-01-08,Indigo,IN779,LKO,PNQ,136,Security,Clear
2024-05-18,Air India,AI661,PNQ,BOM,153,Security,Clear
2024-05-31,GoAir,GO567,CCU,MAA,151,Technical,Clear
2024-03-29,Vistara,VI652,BLR,PNQ,93,Weather,Thunderstorm
2024-04-15,Air India,AI259,MAA,DEL,49,Weather,Thunderstorm
2024-03-14,Vistara,VI647,DEL,CCU,137,Security,Clear
2024-01-03,Vistara,VI917,MAA,LKO,16,Weather,Clear
2024-04-05,SpiceJet,SP521,CCU,BLR,180,Weather,Snow
2024-04-06,SpiceJet,SP369,BOM,MAA,147,Technical,Clear
2024-03-13,GoAir,GO928,MAA,BLR,32,Weather,Heavy Rain
2024-02-04,Air India,AI213,PNQ,MAA,174,Weather,Snow
2024-02-18,Air India,AI119,HYD,DEL,20,Security,Clear
2024-01-27,Air India,AI375,HYD,CCU,17,Weather,Heavy Rain
2024-01-24,SpiceJet,SP115,PNQ,BOM,94,Weather,Snow
2024-04-05,Vistara,VI813,DEL,BLR,52,Weather,Fog
2024-03-09,Vistara,VI173,PNQ,BOM,79,Weather,Snow
2024-01-04,Indigo,IN886,BLR,MAA,128,Crew,Clear
2024-01-09,SpiceJet,SP571,BOM,LKO,68,Technical,Clear
2024-04-09,Air India,AI430,HYD,CCU,155,Crew,Clear
2024-03-05,Vistara,VI753,MAA,BOM,28,Weather,Heavy Rain
2024-01-29,SpiceJet,SP748,CCU,HYD,85,Weather,Clear
2024-01-31,Vistara,VI908,BLR,DEL,163,Security,Clear
2024-06-25,GoAir,GO258,LKO,PNQ,55,Weather,Snow
2024-01-24,GoAir,GO446,DEL,BOM,54,Weather,Clear
2024-01-28,SpiceJet,SP599,BLR,HYD,180,Security,Clear
2024-04-22,SpiceJet,SP121,CCU,HYD,79,Crew,Clear
2024-05-04,Vistara,VI672,MAA,LKO,63,Technical,Clear
2024-05-19,Air India,AI431,PNQ,HYD,168,ATC,Clear
2024-01-18,GoAir,GO258,PNQ,HYD,153,ATC,Clear
2024-04-26,Indigo,IN894,CCU,LKO,19,Weather,Clear
2024-04-03,GoAir,GO344,LKO,CCU,152,Weather,Snow
2024-02-18,GoAir,GO799,PNQ,CCU,171,Technical,Clear
2024-03-23,Vistara,VI756,LKO,DEL,32,Weather,Fog
2024-02-03,SpiceJet,SP994,DEL,HYD,64,Weather,Fog
2024-01-09,GoAir,GO757,CCU,LKO,174,Weather,Clear
2024-03-06,Indigo,IN475,BLR,LKO,18,Crew,Clear
2024-06-16,Vistara,VI952,BOM,MAA,30,ATC,Clear
2024-05-22,Vistara,VI941,LKO,PNQ,172,Crew,Clear
2024-05-15,Indigo,IN851,BOM,PNQ,70,Weather,Clear
2024-01-25,Indigo,IN842,BLR,LKO,64,Weather,Clear
2024-06-17,SpiceJet,SP683,HYD,LKO,121,Crew,Clear
2024-06-12,GoAir,GO466,PNQ,LKO,41,Technical,Clear
2024-02-16,GoAir,GO511,LKO,CCU,168,Weather,Snow
2024-03-31,Air India,AI663,LKO,PNQ,177,Weather,Snow
2024-03-23,GoAir,GO346,BLR,MAA,80,Crew,Clear
2024-04-25,Vistara,VI506,DEL,CCU,87,Weather,Clear
2024-01-05,GoAir,GO238,MAA,DEL,71,Weather,Heavy Rain
2024-03-21,Indigo,IN890,MAA,LKO,161,Technical,Clear
2024-01-25,Indigo,IN571,LKO,BOM,108,Weather,Clear
2024-03-04,SpiceJet,SP362,MAA,DEL,160,Technical,Clear
2024-01-20,Air India,AI911,PNQ,BOM,162,Weather,Fog
2024-06-01,Air India,AI138,CCU,DEL,100,Crew,Clear
2024-04-21,Vistara,VI988,BOM,PNQ,169,Crew,Clear
2024-06-11,Vistara,VI155,MAA,LKO,153,Weather,Clear
2024-02-08,Air India,AI614,BLR,BOM,115,Weather,Snow
2024-06-01,GoAir,GO616,BOM,HYD,115,Weather,Heavy Rain
2024-02-03,Air India,AI184,PNQ,MAA,155,Crew,Clear
2024-03-08,Indigo,IN508,CCU,PNQ,49,Technical,Clear
2024-05-23,SpiceJet,SP599,CCU,LKO,158,Technical,Clear
2024-03-03,Indigo,IN372,CCU,HYD,162,Technical,Clear
2024-01-29,Vistara,VI533,LKO,HYD,103,Weather,Clear
2024-06-16,Indigo,IN888,MAA,BOM,172,Security,Clear
2024-06-08,SpiceJet,SP551,DEL,PNQ,110,Weather,Heavy Rain
2024-01-22,Indigo,IN857,DEL,HYD,52,Security,Clear
2024-01-04,Air India,AI810,BOM,BLR,20,Weather,Thunderstorm
2024-02-23,GoAir,GO316,BLR,LKO,81,Technical,Clear
2024-06-08,SpiceJet,SP811,DEL,MAA,149,Technical,Clear
2024-03-06,SpiceJet,SP161,MAA,BOM,173,Crew,Clear
2024-01-14,Vistara,VI770,DEL,BOM,84,Weather,Thunderstorm
2024-01-28,Indigo,IN399,CCU,BOM,145,Security,Clear
2024-03-21,Vistara,VI987,BOM,HYD,132,Weather,Clear
2024-01-06,Indigo,IN353,MAA,HYD,55,Weather,Fog
2024-03-29,Air India,AI463,MAA,BOM,143,Security,Clear
2024-01-16,Air India,AI999,CCU,PNQ,157,Security,Clear
2024-02-27,SpiceJet,SP449,CCU,LKO,112,Weather,Clear
2024-06-22,GoAir,GO993,BLR,MAA,54,Weather,Snow
2024-03-20,GoAir,GO437,PNQ,MAA,50,Weather,Clear
2024-05-18,SpiceJet,SP983,HYD,BLR,149,Technical,Clear
2024-04-20,SpiceJet,SP771,HYD,BLR,151,Weather,Fog
2024-02-17,Air India,AI959,HYD,CCU,96,Weather,Snow
2024-04-15,Air India,AI553,MAA,BOM,42,Crew,Clear
2024-02-17,Indigo,IN880,MAA,LKO,74,Technical,Clear
2024-02-29,Indigo,IN467,BOM,CCU,49,Crew,Clear
2024-06-15,Air India,AI288,CCU,BLR,56,Weather,Heavy Rain
2024-02-27,Indigo,IN518,DEL,BLR,71,Security,Clear
2024-02-22,Indigo,IN281,PNQ,CCU,98,Technical,Clear
2024-03-04,Vistara,VI514,DEL,LKO,112,Crew,Clear
2024-04-10,GoAir,GO860,DEL,LKO,131,Weather,Fog
2024-03-03,GoAir,GO650,CCU,LKO,114,Weather,Clear
2024-06-10,Indigo,IN294,MAA,BLR,92,Weather,Thunderstorm
2024-04-28,SpiceJet,SP532,MAA,LKO,147,Security,Clear
2024-04-28,Vistara,VI192,BOM,HYD,154,Crew,Clear
2024-04-10,Vistara,VI431,PNQ,DEL,166,Weather,Heavy Rain
2024-04-26,Indigo,IN356,LKO,CCU,56,Technical,Clear
2024-01-24,Indigo,IN823,PNQ,LKO,149,Weather,Snow
2024-05-10,GoAir,GO263,CCU,MAA,58,Weather,Thunderstorm
2024-05-24,SpiceJet,SP266,HYD,BOM,28,Crew,Clear
2024-03-19,Air India,AI847,PNQ,HYD,45,Technical,Clear
2024-02-21,Indigo,IN737,MAA,DEL,142,Weather,Clear
2024-01-02,GoAir,GO605,BLR,BOM,136,Technical,Clear
2024-04-14,Vistara,VI181,DEL,HYD,86,ATC,Clear
2024-01-13,SpiceJet,SP251,DEL,CCU,52,Weather,Fog
2024-06-19,GoAir,GO958,MAA,HYD,27,Security,Clear
2024-04-16,SpiceJet,SP265,MAA,LKO,167,Technical,Clear
2024-04-26,GoAir,GO468,DEL,BOM,97,Crew,Clear
2024-04-07,Indigo,IN876,CCU,PNQ,89,Technical,Clear
2024-02-04,Indigo,IN811,MAA,HYD,149,Technical,Clear
2024-06-27,SpiceJet,SP726,DEL,BOM,176,Technical,Clear
2024-05-03,GoAir,GO907,MAA,BLR,96,Technical,Clear
2024-05-14,GoAir,GO738,LKO,BOM,142,Technical,Clear
2024-05-06,SpiceJet,SP724,BLR,CCU,64,Weather,Fog
2024-01-31,Indigo,IN576,BOM,CCU,172,ATC,Clear
2024-04-15,Indigo,IN441,LKO,MAA,69,ATC,Clear
2024-06-12,SpiceJet,SP806,MAA,HYD,93,Crew,Clear
2024-05-09,GoAir,GO431,DEL,BOM,102,Technical,Clear
2024-05-25,GoAir,GO129,HYD,BOM,101,Weather,Snow
2024-05-01,Indigo,IN761,HYD,MAA,132,Weather,Clear
2024-03-26,Vistara,VI902,CCU,LKO,148,Weather,Thunderstorm
2024-05-24,Air India,AI668,DEL,HYD,99,Technical,Clear
2024-01-17,SpiceJet,SP387,DEL,BLR,175,Security,Clear
2024-05-26,GoAir,GO498,HYD,LKO,93,Weather,Thunderstorm
2024-01-09,Air India,AI523,BOM,MAA,110,ATC,Clear
2024-03-18,SpiceJet,SP637,MAA,BOM,24,Weather,Heavy Rain
2024-01-24,Vistara,VI618,DEL,PNQ,143,Weather,Heavy Rain
2024-02-18,Air India,AI595,MAA,PNQ,40,Weather,Clear
2024-06-22,SpiceJet,SP310,DEL,MAA,148,Weather,Fog
2024-01-02,Air India,AI145,BOM,BLR,26,Weather,Fog
2024-05-13,Air India,AI123,MAA,CCU,97,ATC,Clear
2024-02-19,Air India,AI383,LKO,PNQ,45,Weather,Thunderstorm
2024-02-08,SpiceJet,SP380,BOM,DEL,158,Security,Clear
2024-02-22,GoAir,GO458,LKO,HYD,87,Weather,Clear
2024-03-03,SpiceJet,SP172,MAA,LKO,153,ATC,Clear
2024-01-13,SpiceJet,SP129,PNQ,LKO,113,Weather,Fog
2024-01-23,Vistara,VI501,HYD,CCU,166,Technical,Clear
2024-06-06,Air India,AI419,LKO,PNQ,151,Weather,Fog
2024-04-29,GoAir,GO234,BOM,PNQ,134,ATC,Clear
2024-04-26,Air India,AI800,PNQ,BLR,72,Weather,Heavy Rain
2024-06-06,Air India,AI472,CCU,BOM,99,Technical,Clear
2024-04-26,Vistara,VI130,BOM,MAA,137,Weather,Snow
2024-02-13,Air India,AI886,LKO,MAA,145,Technical,Clear
2024-04-13,Indigo,IN433,BOM,PNQ,133,Weather,Snow
2024-05-31,Vistara,VI344,BLR,LKO,138,Weather,Snow
2024-01-17,Air India,AI313,CCU,PNQ,160,Security,Clear
2024-05-19,SpiceJet,SP277,BOM,CCU,161,Security,Clear
2024-01-30,GoAir,GO710,PNQ,HYD,128,Technical,Clear
2024-03-19,Vistara,VI171,BOM,CCU,112,ATC,Clear
2024-05-06,Indigo,IN192,BLR,PNQ,163,Weather,Fog
2024-02-07,SpiceJet,SP563,MAA,BLR,129,Technical,Clear
2024-02-22,Air India,AI406,MAA,BLR,103,Crew,Clear
2024-05-29,Indigo,IN726,CCU,PNQ,90,Weather,Fog
2024-04-04,GoAir,GO154,DEL,CCU,106,Technical,Clear
2024-03-13,Indigo,IN340,CCU,LKO,175,Technical,Clear
2024-04-07,Vistara,VI490,CCU,MAA,59,Weather,Snow
2024-02-05,SpiceJet,SP668,CCU,PNQ,121,Security,Clear
2024-03-14,SpiceJet,SP237,DEL,BOM,51,Technical,Clear
2024-06-17,Vistara,VI239,BOM,HYD,121,Technical,Clear
2024-06-27,GoAir,GO535,HYD,MAA,156,Technical,Clear
2024-04-08,Air India,AI331,HYD,MAA,162,Technical,Clear
2024-03-01,GoAir,GO375,CCU,MAA,23,Technical,Clear
2024-05-25,Vistara,VI821,LKO,DEL,35,Technical,Clear
2024-05-14,Air India,AI576,BOM,LKO,37,ATC,Clear
2024-04-30,Indigo,IN800,MAA,LKO,102,Weather,Clear
2024-01-03,Vistara,VI564,PNQ,MAA,122,Crew,Clear
2024-03-16,Air India,AI271,DEL,CCU,92,Security,Clear
2024-01-16,Vistara,VI692,HYD,LKO,89,Weather,Clear
2024-01-07,Air India,AI596,BOM,HYD,86,Technical,Clear
2024-02-03,GoAir,GO387,MAA,PNQ,43,Weather,Clear
2024-02-14,GoAir,GO856,HYD,CCU,59,Weather,Thunderstorm
2024-06-28,SpiceJet,SP596,HYD,PNQ,23,Technical,Clear
2024-01-22,SpiceJet,SP709,HYD,PNQ,120,Weather,Snow
2024-03-01,Vistara,VI843,HYD,BOM,103,Technical,Clear
2024-06-13,Air India,AI873,BOM,DEL,117,Weather,Snow
2024-03-18,Vistara,VI864,BLR,MAA,114,Technical,Clear
2024-03-08,SpiceJet,SP643,CCU,DEL,129,Weather,Snow
2024-06-22,Air India,AI642,DEL,BOM,178,Security,Clear
2024-04-20,GoAir,GO767,MAA,HYD,40,Weather,Thunderstorm
2024-06-16,GoAir,GO500,PNQ,CCU,76,Technical,Clear
2024-05-13,Air India,AI793,HYD,BLR,17,Technical,Clear
2024-01-04,Vistara,VI200,BOM,CCU,71,Weather,Thunderstorm
2024-03-05,SpiceJet,SP134,DEL,LKO,167,Weather,Heavy Rain
2024-06-02,Indigo,IN825,BOM,DEL,48,ATC,Clear
2024-06-17,GoAir,GO922,HYD,DEL,79,Technical,Clear
2024-04-29,Indigo,IN754,PNQ,HYD,97,Crew,Clear
2024-02-11,Indigo,IN383,DEL,MAA,30,Weather,Thunderstorm
2024-03-08,SpiceJet,SP551,BOM,MAA,66,Security,Clear
2024-02-15,Vistara,VI211,HYD,LKO,70,Crew,Clear
2024-04-23,Air India,AI205,DEL,BOM,79,Weather,Snow
2024-01-05,Vistara,VI252,DEL,BOM,83,Technical,Clear
2024-06-28,Air India,AI500,DEL,LKO,140,Crew,Clear
2024-04-21,Vistara,VI964,BOM,LKO,113,Weather,Snow
2024-02-01,GoAir,GO648,LKO,HYD,117,Technical,Clear
2024-06-10,Indigo,IN474,LKO,DEL,89,ATC,Clear
2024-02-15,GoAir,GO140,CCU,LKO,114,Weather,Fog
2024-06-10,Air India,AI598,BOM,CCU,63,Weather,Heavy Rain
2024-01-10,SpiceJet,SP125,BLR,MAA,153,Weather,Thunderstorm
2024-05-07,GoAir,GO954,PNQ,DEL,29,Weather,Thunderstorm
2024-01-11,Vistara,VI221,BLR,PNQ,148,Technical,Clear
2024-06-22,GoAir,GO252,BLR,DEL,51,Weather,Snow
2024-06-16,Indigo,IN582,DEL,HYD,48,Crew,Clear
2024-02-14,Indigo,IN414,BOM,MAA,166,Technical,Clear
2024-01-28,Indigo,IN609,BLR,DEL,124,ATC,Clear
2024-06-22,Vistara,VI432,BOM,CCU,50,Technical,Clear
2024-02-24,Indigo,IN707,HYD,BLR,85,Weather,Heavy Rain
2024-04-16,SpiceJet,SP813,LKO,MAA,77,Weather,Clear
2024-01-11,SpiceJet,SP202,CCU,PNQ,139,Weather,Fog
2024-01-02,Indigo,IN283,BOM,CCU,87,Technical,Clear
2024-06-26,Vistara,VI808,HYD,BOM,84,Weather,Clear
2024-04-25,Vistara,VI344,HYD,LKO,167,Technical,Clear
2024-05-07,GoAir,GO190,MAA,HYD,157,Weather,Heavy Rain
2024-02-19,Indigo,IN642,BOM,LKO,153,Weather,Clear
2024-02-26,Vistara,VI888,BLR,HYD,43,Weather,Heavy Rain
2024-06-24,Vistara,VI609,HYD,BOM,26,Technical,Clear
2024-06-14,Air India,AI391,BLR,MAA,172,Weather,Snow
2024-01-12,Indigo,IN858,DEL,LKO,22,Weather,Snow
2024-05-11,Indigo,IN172,BLR,CCU,163,Weather,Thunderstorm
2024-04-17,SpiceJet,SP865,LKO,BOM,98,Crew,Clear
2024-01-26,SpiceJet,SP855,CCU,PNQ,71,Weather,Fog
2024-04-30,GoAir,GO596,DEL,MAA,171,Weather,Snow
2024-02-15,Vistara,VI482,HYD,MAA,176,Crew,Clear
2024-03-10,SpiceJet,SP443,HYD,DEL,30,Technical,Clear
2024-02-04,Indigo,IN972,PNQ,BLR,102,Weather,Heavy Rain
2024-03-16,GoAir,GO260,HYD,LKO,73,Security,Clear
2024-04-15,GoAir,GO600,BLR,LKO,133,Weather,Thunderstorm
2024-01-04,Vistara,VI853,BLR,BOM,163,Weather,Heavy Rain
2024-05-31,SpiceJet,SP687,DEL,MAA,25,Security,Clear
2024-05-09,Indigo,IN535,CCU,BLR,40,ATC,Clear
2024-05-06,SpiceJet,SP185,DEL,CCU,70,Crew,Clear
2024-04-01,Air India,AI344,BOM,DEL,93,Weather,Heavy Rain
2024-06-29,Vistara,VI978,DEL,MAA,50,Weather,Snow
2024-02-17,Air India,AI741,PNQ,LKO,175,Technical,Clear
2024-04-08,Air India,AI643,DEL,BLR,84,Weather,Clear
2024-05-18,GoAir,GO913,BLR,PNQ,173,Technical,Clear
2024-01-15,GoAir,GO790,LKO,DEL,108,Weather,Snow
2024-06-07,Indigo,IN474,LKO,BOM,32,Technical,Clear
2024-02-05,Air India,AI344,BOM,CCU,163,Weather,Heavy Rain
2024-02-27,Air India,AI461,MAA,LKO,85,Technical,Clear
2024-01-17,Air India,AI453,PNQ,BLR,46,Technical,Clear
2024-05-16,GoAir,GO399,PNQ,MAA,31,Weather,Heavy Rain
2024-04-27,Indigo,IN182,CCU,BOM,34,Weather,Fog
2024-02-12,Air India,AI214,HYD,MAA,67,Weather,Clear
2024-06-09,Indigo,IN400,CCU,LKO,48,Technical,Clear
2024-03-29,Vistara,VI554,DEL,BLR,20,Weather,Heavy Rain
2024-05-13,Air India,AI521,LKO,CCU,98,Technical,Clear
2024-05-31,GoAir,GO962,PNQ,BLR,48,Weather,Thunderstorm
2024-02-13,Air India,AI332,PNQ,HYD,27,Security,Clear
2024-03-31,Air India,AI566,HYD,LKO,152,Security,Clear
2024-02-16,SpiceJet,SP959,HYD,BOM,25,Weather,Thunderstorm
2024-05-27,SpiceJet,SP551,MAA,HYD,158,Weather,Fog
2024-06-19,Air India,AI452,HYD,BLR,56,Weather,Clear
2024-03-18,Indigo,IN125,CCU,BLR,132,Crew,Clear
2024-02-09,Indigo,IN856,LKO,CCU,136,Crew,Clear
2024-05-26,SpiceJet,SP918,PNQ,HYD,137,Technical,Clear
2024-02-05,GoAir,GO219,MAA,DEL,71,Weather,Snow
2024-04-01,Indigo,IN434,DEL,LKO,164,Technical,Clear
2024-03-12,SpiceJet,SP123,BOM,LKO,37,ATC,Clear
2024-02-19,Vistara,VI425,DEL,CCU,52,Weather,Snow
2024-04-04,Vistara,VI481,DEL,BLR,93,Weather,Snow
2024-05-23,Indigo,IN320,PNQ,LKO,128,Security,Clear
2024-02-11,Vistara,VI846,CCU,BOM,168,ATC,Clear
2024-02-06,SpiceJet,SP410,PNQ,CCU,100,Technical,Clear
2024-05-31,Vistara,VI190,DEL,MAA,84,Technical,Clear
2024-02-14,GoAir,GO573,HYD,BOM,112,Weather,Thunderstorm
2024-05-21,Vistara,VI143,MAA,PNQ,141,Technical,Clear
2024-02-27,Indigo,IN910,DEL,HYD,178,Weather,Snow
2024-02-01,Air India,AI527,HYD,MAA,180,Security,Clear
2024-01-08,Indigo,IN883,MAA,BLR,32,Security,Clear
2024-05-28,Vistara,VI679,CCU,PNQ,136,Weather,Fog
2024-04-05,GoAir,GO850,DEL,PNQ,163,Weather,Fog
2024-02-07,Air India,AI572,HYD,BLR,84,Weather,Thunderstorm
2024-04-17,Air India,AI149,MAA,HYD,34,Technical,Clear
2024-06-09,SpiceJet,SP883,BOM,LKO,154,Crew,Clear
2024-03-21,Air India,AI377,LKO,DEL,105,Technical,Clear
2024-01-04,SpiceJet,SP630,MAA,HYD,120,Crew,Clear
2024-02-11,Indigo,IN323,HYD,LKO,63,Weather,Clear
2024-06-06,GoAir,GO966,BOM,MAA,34,Weather,Fog
2024-02-03,Indigo,IN591,LKO,HYD,50,Technical,Clear
2024-06-01,GoAir,GO881,LKO,BOM,22,Crew,Clear
2024-02-26,SpiceJet,SP977,HYD,CCU,47,Weather,Heavy Rain
2024-02-03,Indigo,IN535,BOM,DEL,138,Weather,Snow
2024-01-11,SpiceJet,SP210,DEL,PNQ,166,Technical,Clear
2024-04-30,Indigo,IN359,DEL,BOM,17,Weather,Fog
2024-02-01,GoAir,GO310,BLR,BOM,22,Technical,Clear
2024-02-07,Air India,AI693,LKO,HYD,143,Weather,Clear
2024-03-02,GoAir,GO683,BOM,DEL,18,ATC,Clear
2024-02-19,Air India,AI275,DEL,CCU,69,Weather,Clear
2024-05-01,Air India,AI814,HYD,MAA,42,Technical,Clear
2024-03-31,Vistara,VI534,BLR,LKO,43,Weather,Thunderstorm
2024-02-01,Vistara,VI212,HYD,MAA,88,Crew,Clear
2024-01-22,Air India,AI605,BOM,MAA,168,Weather,Thunderstorm
2024-06-24,Vistara,VI331,CCU,HYD,124,Security,Clear
2024-01-18,Vistara,VI795,LKO,BOM,140,Weather,Fog
2024-04-11,Vistara,VI635,BOM,DEL,117,Weather,Clear
2024-01-27,SpiceJet,SP166,LKO,BOM,167,Weather,Snow
2024-02-01,SpiceJet,SP958,CCU,LKO,163,Weather,Clear
2024-03-10,Vistara,VI464,PNQ,LKO,118,Technical,Clear
2024-05-10,Air India,AI250,PNQ,DEL,140,Weather,Snow
2024-02-29,SpiceJet,SP130,BOM,CCU,32,Weather,Snow
2024-06-22,Indigo,IN283,CCU,MAA,54,Technical,Clear
2024-06-08,GoAir,GO198,BOM,CCU,141,Crew,Clear
2024-02-21,Air India,AI777,PNQ,BLR,153,Technical,Clear
2024-05-18,GoAir,GO118,DEL,MAA,45,ATC,Clear
2024-04-25,Air India,AI973,CCU,BLR,23,Weather,Heavy Rain
2024-05-22,Air India,AI823,HYD,MAA,94,Weather,Snow
2024-05-04,Indigo,IN682,PNQ,LKO,153,Technical,Clear
2024-05-01,GoAir,GO974,HYD,LKO,82,Weather,Snow
2024-05-31,Vistara,VI731,LKO,PNQ,97,Security,Clear
2024-01-08,GoAir,GO146,HYD,PNQ,164,Weather,Fog
